"id","operator_id","operation_id","date","bundle_number","style_id","floor_id","line_id","complete_piece","total_time","break_time","off_standard_time"
645,5802,36347,"2022-04-07",645,8691,24,133,12,4,0,0
646,5802,36347,"2022-04-07",646,8691,24,133,12,25,0,0
647,2846,29514,"2022-04-07",647,8691,24,133,12,8,0,0
648,5802,36347,"2022-04-07",648,8691,24,133,12,14,0,0
649,5802,36347,"2022-04-07",649,8691,24,133,8,4,0,0
650,5802,36347,"2022-04-07",650,8691,24,133,12,6,0,0
651,5802,36347,"2022-04-07",651,8691,24,133,12,11,0,0
652,5802,36347,"2022-04-07",652,8691,24,133,12,13,0,0
653,2845,28968,"2022-04-07",653,8691,24,133,12,5,0,0
654,2846,29514,"2022-04-07",654,8691,24,133,12,47,0,0
655,5802,36347,"2022-04-07",655,8691,24,133,12,11,0,0
656,5802,36347,"2022-04-07",656,8691,24,133,12,7,0,0
657,5802,36347,"2022-04-07",657,8691,24,133,12,5,0,0
658,5802,36347,"2022-04-07",658,8691,24,133,12,8,0,0
659,5802,36347,"2022-04-07",659,8691,24,133,8,19,0,0
660,5802,36347,"2022-04-07",660,8691,24,133,12,6,0,0
661,5802,36347,"2022-04-07",661,8691,24,133,12,10,0,0
662,5802,36347,"2022-04-07",662,8691,24,133,12,8,0,0
663,5802,36347,"2022-04-07",663,8691,24,133,12,6,0,0
664,5802,36347,"2022-04-07",664,8691,24,133,12,4,0,0
665,5802,36347,"2022-04-07",665,8691,24,133,8,5,0,0
669,8246,43605,"2022-04-07",669,8691,26,91,20,774,25,0
671,5939,33112,"2022-04-07",671,8691,24,133,12,4,0,0
672,5939,33112,"2022-04-07",672,8691,24,133,12,11,0,0
673,5939,33112,"2022-04-07",673,8691,24,133,12,7,0,0
674,5939,33112,"2022-04-07",674,8691,24,133,7,4,0,0
675,5939,33112,"2022-04-07",675,8691,24,133,12,6,0,0
676,5939,33112,"2022-04-07",676,8691,24,133,12,5,0,0
677,5939,33112,"2022-04-07",677,8691,24,133,12,4,0,0
680,8246,43605,"2022-04-07",680,8691,26,91,20,669,0,0
682,340,42664,"2022-04-07",682,8691,26,91,20,1396,0,0
683,2846,29514,"2022-04-07",683,8691,24,133,12,7,0,0
684,2846,29514,"2022-04-07",684,8691,24,133,12,4,0,0
686,8246,43605,"2022-04-07",686,8691,26,91,20,694,8,0
695,8246,43605,"2022-04-07",695,8691,26,91,15,506,0,0
696,340,42664,"2022-04-07",696,8691,26,91,20,1843,3,0
702,8246,43605,"2022-04-07",702,8691,26,91,15,6,0,0
703,8246,43605,"2022-04-07",703,8691,26,91,20,825,67,0
705,8246,43605,"2022-04-07",705,8691,26,91,20,700,0,0
707,340,42664,"2022-04-07",707,8691,26,91,20,1204,0,0
708,8246,43605,"2022-04-07",708,8691,26,91,20,682,0,0
710,8246,43605,"2022-04-07",710,8691,26,91,15,580,0,0
712,340,42664,"2022-04-07",712,8691,26,91,25,1403,0,0
715,8246,43605,"2022-04-07",715,8691,26,91,20,757,0,0
716,340,42664,"2022-04-07",716,8691,26,91,20,1124,0,0
722,8246,43605,"2022-04-07",722,8691,26,91,20,901,2,0
723,1137,28989,"2022-04-07",723,8691,24,133,12,5,0,0
724,1137,28989,"2022-04-07",724,8691,24,133,12,5,0,0
725,1137,33858,"2022-04-07",725,8059,24,133,12,3,0,0
727,340,42664,"2022-04-07",727,8059,26,91,20,1221,0,0
728,5939,33112,"2022-04-07",728,8059,24,133,12,7,0,0
729,5939,33112,"2022-04-07",729,8059,24,133,12,5,0,0
730,5939,33112,"2022-04-07",730,8059,24,133,12,9,0,0
731,5939,33112,"2022-04-07",731,8059,24,133,12,9,0,0
732,5939,33112,"2022-04-07",732,8059,24,133,7,4,0,0
733,5324,29488,"2022-04-07",733,8059,24,133,8,3,0,0
734,5939,33112,"2022-04-07",734,8059,24,133,12,10,0,0
